problem,instance,repeat,block,destroy,repair,seed,n_remove,routes_before,routes_after,cost_before,cost_after,gain,relative_gain_pct
cvrp,0,1,1,cluster_removal,regret_2,2812702859761423760,10,8,8,21.399444232022965,19.108662555220427,2.2907816768025384,10.704865285120457
cvrp,0,1,1,cluster_removal,regret_3,6176023163673410865,10,8,8,21.399444232022965,19.108662555220427,2.2907816768025384,10.704865285120457
cvrp,0,1,1,cluster_removal,greedy_with_noise,11856664529901868977,10,8,8,21.399444232022965,19.18770098445849,2.211743247564474,10.335517238596013
cvrp,0,1,1,cluster_removal,best_position_first,5527682500917754921,10,8,8,21.399444232022965,19.441546449096332,1.9578977829266329,9.149292671801065
cvrp,0,1,1,cluster_removal,sequential_insertion,17534919323652156108,10,8,8,21.399444232022965,19.111648733885904,2.2877954981370614,10.690910816802964
cvrp,0,1,1,time_oriented_removal,greedy_insertion,12714628460705944017,10,8,8,21.399444232022965,20.008464827095075,1.39097940492789,6.500072571260398
cvrp,0,1,1,time_oriented_removal,regret_2,5521409520758356513,10,8,8,21.399444232022965,19.59330670884287,1.8061375231800945,8.440114161830987
cvrp,0,1,1,time_oriented_removal,regret_3,8414644968325694736,10,8,8,21.399444232022965,19.59330670884287,1.8061375231800945,8.440114161830987
cvrp,0,1,1,time_oriented_removal,greedy_with_noise,11772994598667533782,10,8,8,21.399444232022965,19.633843623169916,1.765600608853049,8.250684408948038
cvrp,0,1,1,time_oriented_removal,best_position_first,9557113985593668868,10,8,8,21.399444232022965,19.623878492228958,1.7755657397940077,8.297251650755404
cvrp,0,1,1,time_oriented_removal,sequential_insertion,13519910124203874451,10,8,8,21.399444232022965,20.180928256035426,1.2185159759875397,5.694147767464469
cvrp,0,2,2,random_removal,greedy_insertion,1826687913176087286,10,8,8,20.7636455329248,19.31435042818227,1.4492951047425322,6.979964584949173
cvrp,0,2,2,random_removal,regret_2,14242931714122978249,10,8,8,20.7636455329248,18.987892202632686,1.7757533302921154,8.55222329564581
cvrp,0,2,2,random_removal,regret_3,16154787007825098266,10,8,8,20.7636455329248,18.987892202632686,1.7757533302921154,8.55222329564581
